"","precipitation","rain","mean_tmp 1","mean_tmp 2","mean_tmp 3","mean_tmp 4","mean_tmp 5","mean_tmp 6","mean_tmp 7","mean_RH 1","mean_RH 2","mean_RH 3","mean_RH 4","mean_RH 5","mean_RH 6","mean_RH 7","mean_press 1","mean_press 2","mean_press 3","mean_press 4","mean_press 5","mean_press 6","mean_press 7","mean_Wind_speed 1","mean_Wind_speed 2","mean_Wind_speed 3","mean_Wind_speed 4","mean_Wind_speed 5","mean_Wind_speed 6","mean_Wind_speed 7","Cold_Deg_days 1","Cold_Deg_days 2","Cold_Deg_days 3","Cold_Deg_days 4","Cold_Deg_days 5","Cold_Deg_days 6","Cold_Deg_days 7","spd_max_gust 1","spd_max_gust 2","spd_max_gust 3","spd_max_gust 4","spd_max_gust 5","spd_max_gust 6","spd_max_gust 7","precipitation 1","precipitation 2","precipitation 3","precipitation 4","precipitation 5","precipitation 6","precipitation 7","rain 1","rain 2","rain 3","rain 4","rain 5","rain 6","rain 7"
"479",0,0,0.894843372361098,1.09861220709497,1.01536305950799,1.13309616374224,1.22644667292462,1.2375930020673,1.07318464365985,0.715875053453145,0.702182284980745,0.826700898587933,0.65211810012837,0.857081728677792,0.608472400513479,0.622593068035943,0.973505066448185,0.967713692784076,0.9663361326313,0.969472792510573,0.968388415966842,0.978625733460246,0.981485274889454,0.375115207327197,0.401843318075712,0.254377880203088,0.388940092120843,0.371428571529691,0.240552995409442,0.241474654469417,0.0721649484536083,0.278350515463918,0.185567010309278,0.298969072164948,0.391752577319588,0.381443298969072,0.144329896907217,0.361702127659574,0.404255319148936,0.382978723404255,0.361702127659574,0.468085106382979,0.0425531914893617,0.0425531914893617,0.2,0,2.8,0,11,0,0,1,0,1,0,1,0,0
"480",0,0,1.07597122573653,0.894843372361098,1.09861220709497,1.01536305950799,1.13309616374224,1.22644667292462,1.2375930020673,0.671801454890886,0.715875053453145,0.702182284980745,0.826700898587933,0.65211810012837,0.857081728677792,0.608472400513479,0.980155909249732,0.973505066448185,0.967713692784076,0.9663361326313,0.969472792510573,0.968388415966842,0.978625733460246,0.357603686736045,0.375115207327197,0.401843318075712,0.254377880203088,0.388940092120843,0.371428571529691,0.240552995409442,0.216494845360825,0.0721649484536083,0.278350515463918,0.185567010309278,0.298969072164948,0.391752577319588,0.381443298969072,0.340425531914894,0.361702127659574,0.404255319148936,0.382978723404255,0.361702127659574,0.468085106382979,0.0425531914893617,0,0.2,0,2.8,0,11,0,0,1,0,1,0,1,0
"481",0,0,1.2267949959977,1.07597122573653,0.894843372361098,1.09861220709497,1.01536305950799,1.13309616374224,1.22644667292462,0.606332905468549,0.671801454890886,0.715875053453145,0.702182284980745,0.826700898587933,0.65211810012837,0.857081728677792,0.981919025506946,0.980155909249732,0.973505066448185,0.967713692784076,0.9663361326313,0.969472792510573,0.968388415966842,0.254377880203088,0.357603686736045,0.375115207327197,0.401843318075712,0.254377880203088,0.388940092120843,0.371428571529691,0.412371134020619,0.216494845360825,0.0721649484536083,0.278350515463918,0.185567010309278,0.298969072164948,0.391752577319588,0.0425531914893617,0.340425531914894,0.361702127659574,0.404255319148936,0.382978723404255,0.361702127659574,0.468085106382979,0,0,0.2,0,2.8,0,11,0,0,1,0,1,0,1
"482",0,0,1.3581126892142,1.2267949959977,1.07597122573653,0.894843372361098,1.09861220709497,1.01536305950799,1.13309616374224,0.596063329088575,0.606332905468549,0.671801454890886,0.715875053453145,0.702182284980745,0.826700898587933,0.65211810012837,0.97905546754702,0.981919025506946,0.980155909249732,0.973505066448185,0.967713692784076,0.9663361326313,0.969472792510573,0.240552995409442,0.254377880203088,0.357603686736045,0.375115207327197,0.401843318075712,0.254377880203088,0.388940092120843,0.567010309278351,0.412371134020619,0.216494845360825,0.0721649484536083,0.278350515463918,0.185567010309278,0.298969072164948,0.0425531914893617,0.0425531914893617,0.340425531914894,0.361702127659574,0.404255319148936,0.382978723404255,0.361702127659574,0,0,0,0.2,0,2.8,0,0,0,0,1,0,1,0
"483",0,0,1.4427551282575,1.3581126892142,1.2267949959977,1.07597122573653,0.894843372361098,1.09861220709497,1.01536305950799,0.640564826700899,0.596063329088575,0.606332905468549,0.671801454890886,0.715875053453145,0.702182284980745,0.826700898587933,0.978320501222936,0.97905546754702,0.981919025506946,0.980155909249732,0.973505066448185,0.967713692784076,0.9663361326313,0.22580645155582,0.240552995409442,0.254377880203088,0.357603686736045,0.375115207327197,0.401843318075712,0.254377880203088,0.731958762886598,0.567010309278351,0.412371134020619,0.216494845360825,0.0721649484536083,0.278350515463918,0.185567010309278,0.0425531914893617,0.0425531914893617,0.0425531914893617,0.340425531914894,0.361702127659574,0.404255319148936,0.382978723404255,0,0,0,0,0.2,0,2.8,0,0,0,0,1,0,1
"484",11.4,1,1.4789806985982,1.4427551282575,1.3581126892142,1.2267949959977,1.07597122573653,0.894843372361098,1.09861220709497,0.698759092888318,0.640564826700899,0.596063329088575,0.606332905468549,0.671801454890886,0.715875053453145,0.702182284980745,0.975119582635517,0.978320501222936,0.97905546754702,0.981919025506946,0.980155909249732,0.973505066448185,0.967713692784076,0.381566820304632,0.22580645155582,0.240552995409442,0.254377880203088,0.357603686736045,0.375115207327197,0.401843318075712,0.731958762886598,0.731958762886598,0.567010309278351,0.412371134020619,0.216494845360825,0.0721649484536083,0.278350515463918,0.340425531914894,0.0425531914893617,0.0425531914893617,0.0425531914893617,0.340425531914894,0.361702127659574,0.404255319148936,0,0,0,0,0,0.2,0,0,0,0,0,0,1,0
"485",0,0,1.30516762474149,1.4789806985982,1.4427551282575,1.3581126892142,1.2267949959977,1.07597122573653,0.894843372361098,0.747967479640565,0.698759092888318,0.640564826700899,0.596063329088575,0.606332905468549,0.671801454890886,0.715875053453145,0.967890405677314,0.975119582635517,0.978320501222936,0.97905546754702,0.981919025506946,0.980155909249732,0.973505066448185,0.391705069079573,0.381566820304632,0.22580645155582,0.240552995409442,0.254377880203088,0.357603686736045,0.375115207327197,0.422680412371134,0.731958762886598,0.731958762886598,0.567010309278351,0.412371134020619,0.216494845360825,0.0721649484536083,0.404255319148936,0.340425531914894,0.0425531914893617,0.0425531914893617,0.0425531914893617,0.340425531914894,0.361702127659574,11.4,0,0,0,0,0,0.2,1,0,0,0,0,0,1
"486",0,0,0.936642107691123,1.30516762474149,1.4789806985982,1.4427551282575,1.3581126892142,1.2267949959977,1.07597122573653,0.547282841283697,0.747967479640565,0.698759092888318,0.640564826700899,0.596063329088575,0.606332905468549,0.671801454890886,0.972541176187091,0.967890405677314,0.975119582635517,0.978320501222936,0.97905546754702,0.981919025506946,0.980155909249732,0.352073732818586,0.391705069079573,0.381566820304632,0.22580645155582,0.240552995409442,0.254377880203088,0.357603686736045,0.0412371134020619,0.422680412371134,0.731958762886598,0.731958762886598,0.567010309278351,0.412371134020619,0.216494845360825,0.361702127659574,0.404255319148936,0.340425531914894,0.0425531914893617,0.0425531914893617,0.0425531914893617,0.340425531914894,0,11.4,0,0,0,0,0,0,1,0,0,0,0,0
"487",0.2,1,1.08746587795229,0.936642107691123,1.30516762474149,1.4789806985982,1.4427551282575,1.3581126892142,1.2267949959977,0.649122806983312,0.547282841283697,0.747967479640565,0.698759092888318,0.640564826700899,0.596063329088575,0.606332905468549,0.97201103654349,0.972541176187091,0.967890405677314,0.975119582635517,0.978320501222936,0.97905546754702,0.981919025506946,0.506912442507422,0.352073732818586,0.391705069079573,0.381566820304632,0.22580645155582,0.240552995409442,0.254377880203088,0.237113402061856,0.0412371134020619,0.422680412371134,0.731958762886598,0.731958762886598,0.567010309278351,0.412371134020619,0.446808510638298,0.361702127659574,0.404255319148936,0.340425531914894,0.0425531914893617,0.0425531914893617,0.0425531914893617,0,0,11.4,0,0,0,0,0,0,1,0,0,0,0
"488",10.2,1,1.13936597404174,1.08746587795229,0.936642107691123,1.30516762474149,1.4789806985982,1.4427551282575,1.3581126892142,0.69191270860077,0.649122806983312,0.547282841283697,0.747967479640565,0.698759092888318,0.640564826700899,0.596063329088575,0.969854332084292,0.97201103654349,0.972541176187091,0.967890405677314,0.975119582635517,0.978320501222936,0.97905546754702,0.445161290355404,0.506912442507422,0.352073732818586,0.391705069079573,0.381566820304632,0.22580645155582,0.240552995409442,0.309278350515464,0.237113402061856,0.0412371134020619,0.422680412371134,0.731958762886598,0.731958762886598,0.567010309278351,0.446808510638298,0.446808510638298,0.361702127659574,0.404255319148936,0.340425531914894,0.0425531914893617,0.0425531914893617,0.2,0,0,11.4,0,0,0,1,0,0,1,0,0,0
"489",9.8,1,1.12717467651581,1.13936597404174,1.08746587795229,0.936642107691123,1.30516762474149,1.4789806985982,1.4427551282575,0.840393667060334,0.69191270860077,0.649122806983312,0.547282841283697,0.747967479640565,0.698759092888318,0.640564826700899,0.963508721230888,0.969854332084292,0.97201103654349,0.972541176187091,0.967890405677314,0.975119582635517,0.978320501222936,0.314285714235155,0.445161290355404,0.506912442507422,0.352073732818586,0.391705069079573,0.381566820304632,0.22580645155582,0.360824742268041,0.309278350515464,0.237113402061856,0.0412371134020619,0.422680412371134,0.731958762886598,0.731958762886598,0.276595744680851,0.446808510638298,0.446808510638298,0.361702127659574,0.404255319148936,0.340425531914894,0.0425531914893617,10.2,0.2,0,0,11.4,0,0,1,1,0,0,1,0,0
"490",0,0,0.773278717666925,1.12717467651581,1.13936597404174,1.08746587795229,0.936642107691123,1.30516762474149,1.4789806985982,0.889174154865212,0.840393667060334,0.69191270860077,0.649122806983312,0.547282841283697,0.747967479640565,0.698759092888318,0.963183408267769,0.963508721230888,0.969854332084292,0.97201103654349,0.972541176187091,0.967890405677314,0.975119582635517,0.439631336437945,0.314285714235155,0.445161290355404,0.506912442507422,0.352073732818586,0.391705069079573,0.381566820304632,0,0.360824742268041,0.309278350515464,0.237113402061856,0.0412371134020619,0.422680412371134,0.731958762886598,0.468085106382979,0.276595744680851,0.446808510638298,0.446808510638298,0.361702127659574,0.404255319148936,0.340425531914894,9.8,10.2,0.2,0,0,11.4,0,1,1,1,0,0,1,0
"491",0.8,1,0.791739825492362,0.773278717666925,1.12717467651581,1.13936597404174,1.08746587795229,0.936642107691123,1.30516762474149,0.699614890885751,0.889174154865212,0.840393667060334,0.69191270860077,0.649122806983312,0.547282841283697,0.747967479640565,0.969031008831644,0.963183408267769,0.963508721230888,0.969854332084292,0.97201103654349,0.972541176187091,0.967890405677314,0.325345622070072,0.439631336437945,0.314285714235155,0.445161290355404,0.506912442507422,0.352073732818586,0.391705069079573,0,0,0.360824742268041,0.309278350515464,0.237113402061856,0.0412371134020619,0.422680412371134,0.297872340425532,0.468085106382979,0.276595744680851,0.446808510638298,0.446808510638298,0.361702127659574,0.404255319148936,0,9.8,10.2,0.2,0,0,11.4,0,1,1,1,0,0,1
"492",12.8,1,0.964159608728714,0.791739825492362,0.773278717666925,1.12717467651581,1.13936597404174,1.08746587795229,0.936642107691123,0.680787334223363,0.699614890885751,0.889174154865212,0.840393667060334,0.69191270860077,0.649122806983312,0.547282841283697,0.973846444570286,0.969031008831644,0.963183408267769,0.963508721230888,0.969854332084292,0.97201103654349,0.972541176187091,0.204608294945962,0.325345622070072,0.439631336437945,0.314285714235155,0.445161290355404,0.506912442507422,0.352073732818586,0.0927835051546392,0,0,0.360824742268041,0.309278350515464,0.237113402061856,0.0412371134020619,0.0425531914893617,0.297872340425532,0.468085106382979,0.276595744680851,0.446808510638298,0.446808510638298,0.361702127659574,0.8,0,9.8,10.2,0.2,0,0,1,0,1,1,1,0,0
"493",0,0,0.878820524375238,0.964159608728714,0.791739825492362,0.773278717666925,1.12717467651581,1.13936597404174,1.08746587795229,0.813436029062901,0.680787334223363,0.699614890885751,0.889174154865212,0.840393667060334,0.69191270860077,0.649122806983312,0.975348506572527,0.973846444570286,0.969031008831644,0.963183408267769,0.963508721230888,0.969854332084292,0.97201103654349,0.277419354932897,0.204608294945962,0.325345622070072,0.439631336437945,0.314285714235155,0.445161290355404,0.506912442507422,0.0103092783505155,0.0927835051546392,0,0,0.360824742268041,0.309278350515464,0.237113402061856,0.659574468085106,0.0425531914893617,0.297872340425532,0.468085106382979,0.276595744680851,0.446808510638298,0.446808510638298,12.8,0.8,0,9.8,10.2,0.2,0,1,1,0,1,1,1,0
"494",0,0,1.13448945519857,0.878820524375238,0.964159608728714,0.791739825492362,0.773278717666925,1.12717467651581,1.13936597404174,0.69790329478819,0.813436029062901,0.680787334223363,0.699614890885751,0.889174154865212,0.840393667060334,0.69191270860077,0.978710073858091,0.975348506572527,0.973846444570286,0.969031008831644,0.963183408267769,0.963508721230888,0.969854332084292,0.209216589869804,0.277419354932897,0.204608294945962,0.325345622070072,0.439631336437945,0.314285714235155,0.445161290355404,0.257731958762887,0.0103092783505155,0.0927835051546392,0,0,0.360824742268041,0.309278350515464,0.0425531914893617,0.659574468085106,0.0425531914893617,0.297872340425532,0.468085106382979,0.276595744680851,0.446808510638298,0,12.8,0.8,0,9.8,10.2,0.2,0,1,1,0,1,1,1
"495",0,0,1.17698483583877,1.13448945519857,0.878820524375238,0.964159608728714,0.791739825492362,0.773278717666925,1.12717467651581,0.779632006880616,0.69790329478819,0.813436029062901,0.680787334223363,0.699614890885751,0.889174154865212,0.840393667060334,0.978649830716773,0.978710073858091,0.975348506572527,0.973846444570286,0.969031008831644,0.963183408267769,0.963508721230888,0.18709677419997,0.209216589869804,0.277419354932897,0.204608294945962,0.325345622070072,0.439631336437945,0.314285714235155,0.412371134020619,0.257731958762887,0.0103092783505155,0.0927835051546392,0,0,0.360824742268041,0.340425531914894,0.0425531914893617,0.659574468085106,0.0425531914893617,0.297872340425532,0.468085106382979,0.276595744680851,0,0,12.8,0.8,0,9.8,10.2,0,0,1,1,0,1,1
"496",0.6,1,1.25953733811557,1.17698483583877,1.13448945519857,0.878820524375238,0.964159608728714,0.791739825492362,0.773278717666925,0.72999572097561,0.779632006880616,0.69790329478819,0.813436029062901,0.680787334223363,0.699614890885751,0.889174154865212,0.97692286034435,0.978649830716773,0.978710073858091,0.975348506572527,0.973846444570286,0.969031008831644,0.963183408267769,0.15115207373649,0.18709677419997,0.209216589869804,0.277419354932897,0.204608294945962,0.325345622070072,0.439631336437945,0.443298969072165,0.412371134020619,0.257731958762887,0.0103092783505155,0.0927835051546392,0,0,0.0425531914893617,0.340425531914894,0.0425531914893617,0.659574468085106,0.0425531914893617,0.297872340425532,0.468085106382979,0,0,0,12.8,0.8,0,9.8,0,0,0,1,1,0,1
"497",1.6,1,1.27590851001047,1.25953733811557,1.17698483583877,1.13448945519857,0.878820524375238,0.964159608728714,0.791739825492362,0.717158750500642,0.72999572097561,0.779632006880616,0.69790329478819,0.813436029062901,0.680787334223363,0.699614890885751,0.975183842307553,0.97692286034435,0.978649830716773,0.978710073858091,0.975348506572527,0.973846444570286,0.969031008831644,0.288479262767814,0.15115207373649,0.18709677419997,0.209216589869804,0.277419354932897,0.204608294945962,0.325345622070072,0.515463917525773,0.443298969072165,0.412371134020619,0.257731958762887,0.0103092783505155,0.0927835051546392,0,0.446808510638298,0.0425531914893617,0.340425531914894,0.0425531914893617,0.659574468085106,0.0425531914893617,0.297872340425532,0.6,0,0,0,12.8,0.8,0,1,0,0,0,1,1,0
"498",0,0,1.13274784150514,1.27590851001047,1.25953733811557,1.17698483583877,1.13448945519857,0.878820524375238,0.964159608728714,0.813863928112965,0.717158750500642,0.72999572097561,0.779632006880616,0.69790329478819,0.813436029062901,0.680787334223363,0.973705876597949,0.975183842307553,0.97692286034435,0.978649830716773,0.978710073858091,0.975348506572527,0.973846444570286,0.248847926285629,0.288479262767814,0.15115207373649,0.18709677419997,0.209216589869804,0.277419354932897,0.204608294945962,0.371134020618557,0.515463917525773,0.443298969072165,0.412371134020619,0.257731958762887,0.0103092783505155,0.0927835051546392,0.319148936170213,0.446808510638298,0.0425531914893617,0.340425531914894,0.0425531914893617,0.659574468085106,0.0425531914893617,1.6,0.6,0,0,0,12.8,0.8,1,1,0,0,0,1,1
"499",6.2,1,1.08676923264211,1.13274784150514,1.27590851001047,1.25953733811557,1.17698483583877,1.13448945519857,0.878820524375238,0.601198117278562,0.813863928112965,0.717158750500642,0.72999572097561,0.779632006880616,0.69790329478819,0.813436029062901,0.971733918093425,0.973705876597949,0.975183842307553,0.97692286034435,0.978649830716773,0.978710073858091,0.975348506572527,0.26635944709798,0.248847926285629,0.288479262767814,0.15115207373649,0.18709677419997,0.209216589869804,0.277419354932897,0.237113402061856,0.371134020618557,0.515463917525773,0.443298969072165,0.412371134020619,0.257731958762887,0.0103092783505155,0.297872340425532,0.319148936170213,0.446808510638298,0.0425531914893617,0.340425531914894,0.0425531914893617,0.659574468085106,0,1.6,0.6,0,0,0,12.8,0,1,1,0,0,0,1
"500",0,0,0.956148184735784,1.08676923264211,1.13274784150514,1.27590851001047,1.25953733811557,1.17698483583877,1.13448945519857,0.724860932785623,0.601198117278562,0.813863928112965,0.717158750500642,0.72999572097561,0.779632006880616,0.69790329478819,0.972774116654819,0.971733918093425,0.973705876597949,0.975183842307553,0.97692286034435,0.978649830716773,0.978710073858091,0.207373271904691,0.26635944709798,0.248847926285629,0.288479262767814,0.15115207373649,0.18709677419997,0.209216589869804,0.154639175257732,0.237113402061856,0.371134020618557,0.515463917525773,0.443298969072165,0.412371134020619,0.257731958762887,0.446808510638298,0.297872340425532,0.319148936170213,0.446808510638298,0.0425531914893617,0.340425531914894,0.0425531914893617,6.2,0,1.6,0.6,0,0,0,1,0,1,1,0,0,0
"501",0,0,1.15329888609708,0.956148184735784,1.08676923264211,1.13274784150514,1.27590851001047,1.25953733811557,1.17698483583877,0.618741976893453,0.724860932785623,0.601198117278562,0.813863928112965,0.717158750500642,0.72999572097561,0.779632006880616,0.97595093798571,0.972774116654819,0.971733918093425,0.973705876597949,0.975183842307553,0.97692286034435,0.978649830716773,0.238709677510688,0.207373271904691,0.26635944709798,0.248847926285629,0.288479262767814,0.15115207373649,0.18709677419997,0.257731958762887,0.154639175257732,0.237113402061856,0.371134020618557,0.515463917525773,0.443298969072165,0.412371134020619,0.297872340425532,0.446808510638298,0.297872340425532,0.319148936170213,0.446808510638298,0.0425531914893617,0.340425531914894,0,6.2,0,1.6,0.6,0,0,0,1,0,1,1,0,0
"502",0,0,1.24351449012971,1.15329888609708,0.956148184735784,1.08676923264211,1.13274784150514,1.27590851001047,1.25953733811557,0.604193410320924,0.618741976893453,0.724860932785623,0.601198117278562,0.813863928112965,0.717158750500642,0.72999572097561,0.977750200127715,0.97595093798571,0.972774116654819,0.971733918093425,0.973705876597949,0.975183842307553,0.97692286034435,0.215668202780879,0.238709677510688,0.207373271904691,0.26635944709798,0.248847926285629,0.288479262767814,0.15115207373649,0.422680412371134,0.257731958762887,0.154639175257732,0.237113402061856,0.371134020618557,0.515463917525773,0.443298969072165,0.276595744680851,0.297872340425532,0.446808510638298,0.297872340425532,0.319148936170213,0.446808510638298,0.0425531914893617,0,0,6.2,0,1.6,0.6,0,0,0,1,0,1,1,0
"503",0,0,1.27103199033132,1.24351449012971,1.15329888609708,0.956148184735784,1.08676923264211,1.13274784150514,1.27590851001047,0.688489516508344,0.604193410320924,0.618741976893453,0.724860932785623,0.601198117278562,0.813863928112965,0.717158750500642,0.978609668301264,0.977750200127715,0.97595093798571,0.972774116654819,0.971733918093425,0.973705876597949,0.975183842307553,0.263594470139251,0.215668202780879,0.238709677510688,0.207373271904691,0.26635944709798,0.248847926285629,0.288479262767814,0.474226804123711,0.422680412371134,0.257731958762887,0.154639175257732,0.237113402061856,0.371134020618557,0.515463917525773,0.276595744680851,0.276595744680851,0.297872340425532,0.446808510638298,0.297872340425532,0.319148936170213,0.446808510638298,0,0,0,6.2,0,1.6,0.6,0,0,0,1,0,1,1
"504",2.2,1,1.40618123484373,1.27103199033132,1.24351449012971,1.15329888609708,0.956148184735784,1.08676923264211,1.13274784150514,0.645699614890886,0.688489516508344,0.604193410320924,0.618741976893453,0.724860932785623,0.601198117278562,0.813863928112965,0.977380708218369,0.978609668301264,0.977750200127715,0.97595093798571,0.972774116654819,0.971733918093425,0.973705876597949,0.200921658993616,0.263594470139251,0.215668202780879,0.238709677510688,0.207373271904691,0.26635944709798,0.248847926285629,0.597938144329897,0.474226804123711,0.422680412371134,0.257731958762887,0.154639175257732,0.237113402061856,0.371134020618557,0.0425531914893617,0.276595744680851,0.276595744680851,0.297872340425532,0.446808510638298,0.297872340425532,0.319148936170213,0,0,0,0,6.2,0,1.6,0,0,0,0,1,0,1
"505",44.4,1,1.30830252989124,1.40618123484373,1.27103199033132,1.24351449012971,1.15329888609708,0.956148184735784,1.08676923264211,0.647839109935815,0.645699614890886,0.688489516508344,0.604193410320924,0.618741976893453,0.724860932785623,0.601198117278562,0.973657682084895,0.977380708218369,0.978609668301264,0.977750200127715,0.97595093798571,0.972774116654819,0.971733918093425,0.483870967777613,0.200921658993616,0.263594470139251,0.215668202780879,0.238709677510688,0.207373271904691,0.26635944709798,0.567010309278351,0.597938144329897,0.474226804123711,0.422680412371134,0.257731958762887,0.154639175257732,0.237113402061856,0.51063829787234,0.0425531914893617,0.276595744680851,0.276595744680851,0.297872340425532,0.446808510638298,0.297872340425532,2.2,0,0,0,0,6.2,0,1,0,0,0,0,1,0
"506",0,0,0.966597868568291,1.30830252989124,1.40618123484373,1.27103199033132,1.24351449012971,1.15329888609708,0.956148184735784,0.943089430860077,0.647839109935815,0.645699614890886,0.688489516508344,0.604193410320924,0.618741976893453,0.724860932785623,0.966271872959264,0.973657682084895,0.977380708218369,0.978609668301264,0.977750200127715,0.97595093798571,0.972774116654819,0.45622119819032,0.483870967777613,0.200921658993616,0.263594470139251,0.215668202780879,0.238709677510688,0.207373271904691,0.0618556701030928,0.567010309278351,0.597938144329897,0.474226804123711,0.422680412371134,0.257731958762887,0.154639175257732,0.468085106382979,0.51063829787234,0.0425531914893617,0.276595744680851,0.276595744680851,0.297872340425532,0.446808510638298,44.4,2.2,0,0,0,0,6.2,1,1,0,0,0,0,1
"507",5.2,1,0.609567003733678,0.966597868568291,1.30830252989124,1.40618123484373,1.27103199033132,1.24351449012971,1.15329888609708,0.750534873735558,0.943089430860077,0.647839109935815,0.645699614890886,0.688489516508344,0.604193410320924,0.618741976893453,0.96690643469041,0.966271872959264,0.973657682084895,0.977380708218369,0.978609668301264,0.977750200127715,0.97595093798571,0.530875576076009,0.45622119819032,0.483870967777613,0.200921658993616,0.263594470139251,0.215668202780879,0.238709677510688,0,0.0618556701030928,0.567010309278351,0.597938144329897,0.474226804123711,0.422680412371134,0.257731958762887,0.468085106382979,0.468085106382979,0.51063829787234,0.0425531914893617,0.276595744680851,0.276595744680851,0.297872340425532,0,44.4,2.2,0,0,0,0,0,1,1,0,0,0,0
"508",13.2,1,0.588319313831565,0.609567003733678,0.966597868568291,1.30830252989124,1.40618123484373,1.27103199033132,1.24351449012971,0.844672657252888,0.750534873735558,0.943089430860077,0.647839109935815,0.645699614890886,0.688489516508344,0.604193410320924,0.969549099846982,0.96690643469041,0.966271872959264,0.973657682084895,0.977380708218369,0.978609668301264,0.977750200127715,0.364055299492281,0.530875576076009,0.45622119819032,0.483870967777613,0.200921658993616,0.263594470139251,0.215668202780879,0,0,0.0618556701030928,0.567010309278351,0.597938144329897,0.474226804123711,0.422680412371134,0.361702127659574,0.468085106382979,0.468085106382979,0.51063829787234,0.0425531914893617,0.276595744680851,0.276595744680851,5.2,0,44.4,2.2,0,0,0,1,0,1,1,0,0,0
"509",0,0,0.739839729402906,0.588319313831565,0.609567003733678,0.966597868568291,1.30830252989124,1.40618123484373,1.27103199033132,0.837398374017972,0.844672657252888,0.750534873735558,0.943089430860077,0.647839109935815,0.645699614890886,0.688489516508344,0.969195674060508,0.969549099846982,0.96690643469041,0.966271872959264,0.973657682084895,0.977380708218369,0.978609668301264,0.360368663694774,0.364055299492281,0.530875576076009,0.45622119819032,0.483870967777613,0.200921658993616,0.263594470139251,0,0,0,0.0618556701030928,0.567010309278351,0.597938144329897,0.474226804123711,0.404255319148936,0.361702127659574,0.468085106382979,0.468085106382979,0.51063829787234,0.0425531914893617,0.276595744680851,13.2,5.2,0,44.4,2.2,0,0,1,1,0,1,1,0,0
"510",0,0,0.885438656911843,0.739839729402906,0.588319313831565,0.609567003733678,0.966597868568291,1.30830252989124,1.40618123484373,0.780915703928113,0.837398374017972,0.844672657252888,0.750534873735558,0.943089430860077,0.647839109935815,0.645699614890886,0.969063139149608,0.969195674060508,0.969549099846982,0.96690643469041,0.966271872959264,0.973657682084895,0.977380708218369,0.379723502405878,0.360368663694774,0.364055299492281,0.530875576076009,0.45622119819032,0.483870967777613,0.200921658993616,0.0721649484536083,0,0,0,0.0618556701030928,0.567010309278351,0.597938144329897,0.361702127659574,0.404255319148936,0.361702127659574,0.468085106382979,0.468085106382979,0.51063829787234,0.0425531914893617,0,13.2,5.2,0,44.4,2.2,0,0,1,1,0,1,1,0
"511",0,0,0.823785522300056,0.885438656911843,0.739839729402906,0.588319313831565,0.609567003733678,0.966597868568291,1.30830252989124,0.627299957175867,0.780915703928113,0.837398374017972,0.844672657252888,0.750534873735558,0.943089430860077,0.647839109935815,0.971163616034314,0.969063139149608,0.969195674060508,0.969549099846982,0.96690643469041,0.966271872959264,0.973657682084895,0.31797235025386,0.379723502405878,0.360368663694774,0.364055299492281,0.530875576076009,0.45622119819032,0.483870967777613,0,0.0721649484536083,0,0,0,0.0618556701030928,0.567010309278351,0.340425531914894,0.361702127659574,0.404255319148936,0.361702127659574,0.468085106382979,0.468085106382979,0.51063829787234,0,0,13.2,5.2,0,44.4,2.2,0,0,1,1,0,1,1
"512",0,0,0.888921885134669,0.823785522300056,0.885438656911843,0.739839729402906,0.588319313831565,0.609567003733678,0.966597868568291,0.699614890885751,0.627299957175867,0.780915703928113,0.837398374017972,0.844672657252888,0.750534873735558,0.943089430860077,0.972420689904454,0.971163616034314,0.969063139149608,0.969195674060508,0.969549099846982,0.96690643469041,0.966271872959264,0.135483870977732,0.31797235025386,0.379723502405878,0.360368663694774,0.364055299492281,0.530875576076009,0.45622119819032,0,0,0.0721649484536083,0,0,0,0.0618556701030928,0.0425531914893617,0.340425531914894,0.361702127659574,0.404255319148936,0.361702127659574,0.468085106382979,0.468085106382979,0,0,0,13.2,5.2,0,44.4,0,0,0,1,1,0,1
"513",0,0,1.13971429711482,0.888921885134669,0.823785522300056,0.885438656911843,0.739839729402906,0.588319313831565,0.609567003733678,0.667094565648267,0.699614890885751,0.627299957175867,0.780915703928113,0.837398374017972,0.844672657252888,0.750534873735558,0.974083400604841,0.972420689904454,0.971163616034314,0.969063139149608,0.969195674060508,0.969549099846982,0.96690643469041,0.293087557625297,0.135483870977732,0.31797235025386,0.379723502405878,0.360368663694774,0.364055299492281,0.530875576076009,0.216494845360825,0,0,0.0721649484536083,0,0,0,0.0425531914893617,0.0425531914893617,0.340425531914894,0.361702127659574,0.404255319148936,0.361702127659574,0.468085106382979,0,0,0,0,13.2,5.2,0,0,0,0,0,1,1,0
"514",0,0,1.13448945519857,1.13971429711482,0.888921885134669,0.823785522300056,0.885438656911843,0.739839729402906,0.588319313831565,0.707744972220796,0.667094565648267,0.699614890885751,0.627299957175867,0.780915703928113,0.837398374017972,0.844672657252888,0.975758159933492,0.974083400604841,0.972420689904454,0.971163616034314,0.969063139149608,0.969195674060508,0.969549099846982,0.31520737329513,0.293087557625297,0.135483870977732,0.31797235025386,0.379723502405878,0.360368663694774,0.364055299492281,0.257731958762887,0.216494845360825,0,0,0.0721649484536083,0,0,0.361702127659574,0.0425531914893617,0.0425531914893617,0.340425531914894,0.361702127659574,0.404255319148936,0.361702127659574,0,0,0,0,0,13.2,5.2,0,0,0,0,0,1,1
